regiao,UF,municipio,populacao,frota total
S,SC,lauro muller,15380,15087
S,SC,lebon regis,12122,6701
S,SC,leoberto leal,2960,2644
S,SC,lindoia do sul,4530,3351
S,SC,lontras,12497,9768
S,SC,luiz alves,13347,11339
S,SC,luzerna,5683,5438
S,SC,macieira,1757,1189
S,SC,mafra,56825,44709
S,SC,major gercino,3465,2498
S,SC,major vieira,8209,5103
S,SC,maracaja,7461,6534
S,SC,maravilha,26463,23455
S,SC,marema,1703,1550
S,SC,massaranduba,17330,13541
S,SC,matos costa,2442,1794
S,SC,meleiro,6989,6424
S,SC,mirim doce,2257,2135
S,SC,modelo,4227,3180
S,SC,mondai,12034,8673
S,SC,monte carlo,9945,5458
S,SC,monte castelo,8263,4807
S,SC,morro da fumaca,18095,19120
S,SC,morro grande,2884,2492
S,SC,navegantes,85734,54864
S,SC,nova erechim,5163,3519
S,SC,nova itaberaba,4327,3536
S,SC,nova trento,15010,11451
S,SC,nova veneza,15515,11873
S,SC,novo horizonte,2366,1707
S,SC,orleans,23161,21270
S,SC,otacilio costa,19201,13827
S,SC,ouro,7251,5953
S,SC,ouro verde,2197,1657
S,SC,paial,1444,1053
S,SC,painel,2352,1236
S,SC,palhoca,178679,134074
S,SC,palma sola,7321,5398
S,SC,palmeira,2673,2002
S,SC,palmitos,16144,14115
S,SC,papanduva,19521,13139
S,SC,paraiso,3284,2918
S,SC,passo de torres,9269,11580
S,SC,passos maia,4072,2839
S,SC,paulo lopes,7642,6230
S,SC,pedras grandes,3931,4096
S,SC,penha,34022,21646
S,SC,peritiba,2733,2453
S,SC,pescaria brava,10225,4937
S,SC,petrolandia,5873,5286
S,SC,balneario picarras,24385,16934
S,SC,pinhalzinho,21103,16884
S,SC,pinheiro preto,3635,3069
S,SC,piratuba,3637,4562
S,SC,planalto alegre,2907,2149
S,SC,pomerode,34561,28573
S,SC,ponte alta,4619,2850
S,SC,ponte alta do norte,3426,1991
S,SC,ponte serrada,11674,7773
S,SC,porto belo,22466,17211
S,SC,porto uniao,35685,29375
S,SC,pouso redondo,17965,13055
S,SC,praia grande,7305,8455
S,SC,presidente castello branco,1526,1490
S,SC,presidente getulio,17973,14570
S,SC,presidente nereu,2279,1699
S,SC,princesa,2950,2165
S,SC,quilombo,9773,8481
S,SC,rancho queimado,2897,2770
S,SC,rio das antas,6199,3991
S,SC,rio do campo,5864,5150
S,SC,rio do oeste,7552,5886
S,SC,rio dos cedros,11937,9321
S,SC,rio do sul,72931,58264
S,SC,rio fortuna,4630,5061
S,SC,rio negrinho,42684,34333
S,SC,rio rufino,2484,1628
S,SC,riqueza,4525,3646
S,SC,rodeio,11647,10574
S,SC,romelandia,4584,3522
S,SC,salete,7674,7199
S,SC,saltinho,3727,2598
S,SC,salto veloso,4792,3527
S,SC,sangao,13128,10744
S,SC,santa cecilia,17004,10970
S,SC,santa helena,2178,2003
S,SC,santa rosa de lima,2151,2241
S,SC,santa rosa do sul,8397,7487
S,SC,santa terezinha,8760,5085
S,SC,santa terezinha do progresso,2317,1619
S,SC,santiago do sul,1211,1153
S,SC,santo amaro da imperatriz,23907,21000
S,SC,sao bernardino,2239,1805
S,SC,sao bento do sul,86317,66042
S,SC,sao bonifacio,2791,2732
S,SC,sao carlos,11456,8515
S,SC,sao cristovao do sul,5646,2949
S,SC,sao domingos,9422,7421
S,SC,sao francisco do sul,54751,34248
S,SC,sao joao do oeste,6423,5483
S,SC,sao joao batista,39719,24904
S,SC,sao joao do itaperiu,3784,3652
S,SC,sao joao do sul,7332,7411
S,SC,sao joaquim,27322,18564
S,SC,sao jose,253705,180690
S,SC,sao jose do cedro,13811,11378
S,SC,sao jose do cerrito,8054,4749
S,SC,sao lourenco do oeste,24501,22168
S,SC,sao ludgero,13886,11264
S,SC,sao martinho,3162,3345
S,SC,sao miguel da boa vista,1794,1252
S,SC,sao miguel do oeste,41246,38560
S,SC,sao pedro de alcantara,6046,3269
S,SC,saudades,9874,7262
S,SC,schroeder,22605,13277
S,SC,seara,17610,14530
S,SC,serra alta,3249,2419
S,SC,sideropolis,14176,10906
S,SC,sombrio,31084,26093
S,SC,sul brasil,2386,1956
S,SC,taio,18576,16207
S,SC,tangara,8648,6890
S,SC,tigrinhos,1606,1584
S,SC,tijucas,39889,35171
S,SC,timbe do sul,5338,4300
S,SC,timbo,45703,35668
S,SC,timbo grande,8003,4260
S,SC,tres barras,19455,12633
S,SC,treviso,4002,3154
S,SC,treze de maio,7104,7530
S,SC,treze tilias,8138,7423
S,SC,trombudo central,7506,6036
S,SC,tubarao,107143,100225
S,SC,tunapolis,4507,3829
S,SC,turvo,13080,11806
S,SC,uniao do oeste,2364,2308
S,SC,urubici,11311,7947
S,SC,urupema,2453,1453
S,SC,urussanga,21419,19309
S,SC,vargeao,3569,2785
S,SC,vargem,2387,1622
S,SC,vargem bonita,4411,3473
S,SC,vidal ramos,6321,5194
S,SC,videira,54145,47641
S,SC,vitor meireles,4907,3620
S,SC,witmarsum,4032,3374
S,SC,xanxere,52290,41723
S,SC,xavantina,3873,2512
S,SC,xaxim,29254,24191
S,SC,zortea,3432,1997
S,SC,balneario rincao,13129,6933
S,RS,acegua,4981,4432
S,RS,agua santa,3738,2967
S,RS,agudo,16344,11198
S,RS,ajuricaba,6951,6341
S,RS,alecrim,5710,4463
S,RS,alegrete,72493,42140
S,RS,alegria,3287,2595
S,RS,almirante tamandare do sul,1935,1712
S,RS,alpestre,5885,4826
S,RS,alto alegre,1590,1412
S,RS,alto feliz,3043,2513
S,RS,alvorada,212352,95063
S,RS,amaral ferrador,7136,3721
S,RS,ametista do sul,7396,5618
S,RS,andre da rocha,1351,863
S,RS,anta gorda,5941,5318
S,RS,antonio prado,13041,11325
S,RS,arambare,3544,2543
S,RS,ararica,5840,4346
S,RS,aratiba,6145,5007
S,RS,arroio do meio,21121,18078
S,RS,arroio do sal,10483,5410
S,RS,arroio do padre,2966,2233
S,RS,arroio dos ratos,14201,8468
S,RS,arroio do tigre,13452,8114
S,RS,arroio grande,18185,12458
S,RS,arvorezinha,10422,8722
S,RS,augusto pestana,6545,6423
S,RS,aurea,3517,2742
S,RS,bage,121518,77557
S,RS,balneario pinhal,14645,4836
S,RS,barao,6232,4683
S,RS,barao de cotegipe,6616,5045
S,RS,barao do triunfo,7550,3832
S,RS,barracao,5237,3374
S,RS,barra do guarita,3266,1267
S,RS,barra do quarai,4238,2071
S,RS,barra do ribeiro,13618,7159
S,RS,barra do rio azul,1621,1153
S,RS,barra funda,2563,2236
S,RS,barros cassal,11167,6378
S,RS,benjamin constant do sul,1924,986
S,RS,bento goncalves,123090,89983
S,RS,boa vista das missoes,2087,1717
S,RS,boa vista do burica,6712,6195
S,RS,boa vista do cadeado,2466,1580
S,RS,boa vista do incra,2628,1634
S,RS,boa vista do sul,2773,2372
S,RS,bom jesus,11270,6226
S,RS,bom principio,14446,11207
S,RS,bom progresso,1858,1576
S,RS,bom retiro do sul,12448,9082
S,RS,boqueirao do leao,7691,4963
S,RS,bossoroca,6135,3443
S,RS,bozano,2099,1665
S,RS,braga,3271,2394
S,RS,brochier,5132,4574
S,RS,butia,20963,12168
S,RS,cacapava do sul,33476,22427
S,RS,cacequi,12291,5654
S,RS,cachoeira do sul,81552,55924
S,RS,cachoeirinha,132144,86578
S,RS,cacique doble,5083,2882
S,RS,caibate,4802,3797
S,RS,caicara,4659,3697
S,RS,camaqua,66686,45863
S,RS,camargo,2750,2500
S,RS,cambara do sul,6383,3561
S,RS,campestre da serra,3402,2266
S,RS,campina das missoes,5325,4809
S,RS,campinas do sul,5422,4353
S,RS,campo bom,69981,46014
S,RS,campo novo,4273,3951
S,RS,campos borges,3272,2907
S,RS,candelaria,31475,19431
S,RS,candido godoi,6106,5679
S,RS,candiota,9707,6604
S,RS,canela,45957,31974
S,RS,cangucu,56370,41678
S,RS,canoas,349728,221420
S,RS,canudos do vale,1693,1042
S,RS,capao bonito do sul,1628,954
S,RS,capao da canoa,55009,37083
S,RS,capao do cipo,3745,2080
S,RS,capao do leao,25462,15599
S,RS,capivari do sul,4793,3077
S,RS,capela de santana,12183,5210
S,RS,capitao,2770,2178
S,RS,carazinho,62413,46882
S,RS,caraa,8426,3727
S,RS,carlos barbosa,30630,22611
S,RS,carlos gomes,1327,909
S,RS,casca,9070,8430
S,RS,caseiros,3228,2483
S,RS,catuipe,8631,7224
S,RS,caxias do sul,523716,341447
S,RS,centenario,2865,2097
S,RS,cerrito,6005,3874
S,RS,cerro branco,4720,2628
S,RS,cerro grande,2281,1713
S,RS,cerro grande do sul,12579,8171
S,RS,cerro largo,14243,11147
S,RS,chapada,9211,8970
S,RS,charqueadas,41705,20023
S,RS,charrua,3228,1586
S,RS,chiapetta,3684,2986
S,RS,chui,6832,7032
S,RS,chuvisca,5518,3315
S,RS,cidreira,16897,6375
S,RS,ciriaco,4693,4014
S,RS,colinas,2466,2118
S,RS,colorado,3088,3164
S,RS,condor,6766,5232
S,RS,constantina,9903,8226
S,RS,coqueiro baixo,1490,864
S,RS,coqueiros do sul,2267,1905
S,RS,coronel barros,2521,2078
S,RS,coronel bicaco,7213,4921
S,RS,coronel pilar,1602,1120
S,RS,cotipora,3824,3152
S,RS,coxilha,2731,2455
S,RS,crissiumal,13269,10965
S,RS,cristal,8121,5005
S,RS,cristal do sul,2840,1802
S,RS,cruz alta,59561,42487
S,RS,cruzaltense,1765,1469
S,RS,cruzeiro do sul,12457,10886
S,RS,david canabarro,4732,3934
S,RS,derrubadas,2718,1863
S,RS,dezesseis de novembro,2331,1725
S,RS,dilermando de aguiar,2991,1329
S,RS,dois irmaos,33547,20860
S,RS,dois irmaos das missoes,1992,1390
S,RS,dois lajeados,3410,2577
S,RS,dom feliciano,15556,8543
S,RS,dom pedro de alcantara,2520,1662
S,RS,dom pedrito,38222,26786
S,RS,dona francisca,2958,1949
S,RS,doutor mauricio cardoso,4380,3798
S,RS,doutor ricardo,1967,1509
S,RS,eldorado do sul,42490,21724
S,RS,encantado,23047,18851
S,RS,encruzilhada do sul,26039,15692
S,RS,engenho velho,932,785
S,RS,entre-ijuis,8350,7866
S,RS,entre rios do sul,2724,1661
S,RS,erebango,2978,2021
S,RS,erechim,107368,84479
S,RS,ernestina,3171,2910
S,RS,herval,6807,4204
S,RS,erval grande,4780,2913
S,RS,erval seco,6697,4615
S,RS,esmeralda,3291,2083
S,RS,esperanca do sul,2846,1898
S,RS,espumoso,15594,13879
S,RS,estacao,5924,4917
S,RS,estancia velha,51292,34303
S,RS,esteio,83352,48392
S,RS,estrela,34669,27794
S,RS,estrela velha,3646,2412
S,RS,eugenio de castro,2310,2144
S,RS,fagundes varela,2750,2175
S,RS,farroupilha,73758,52882
S,RS,faxinal do soturno,6651,4656
S,RS,faxinalzinho,2256,1310
S,RS,fazenda vilanova,4680,3140
S,RS,feliz,13728,11249
S,RS,flores da cunha,31352,26697
S,RS,floriano peixoto,1709,1419
S,RS,fontoura xavier,10181,6483
S,RS,formigueiro,6569,4064
S,RS,forquetinha,2389,1727
S,RS,fortaleza dos valos,4252,3611
S,RS,frederico westphalen,31675,25010
S,RS,garibaldi,35794,29383
S,RS,garruchos,2851,1329
S,RS,gaurama,5447,4789
S,RS,general camara,8339,4477
S,RS,gentil,1619,1317
S,RS,getulio vargas,16158,13642
S,RS,girua,15729,12026
S,RS,glorinha,8304,5574
S,RS,gramado,36864,30913
S,RS,gramado dos loureiros,2036,1125
S,RS,gramado xavier,4378,2248
S,RS,gravatai,285564,172874
S,RS,guabiju,1478,1081
S,RS,guaiba,98331,57672
S,RS,guapore,26199,19192
S,RS,guarani das missoes,7393,5853
S,RS,harmonia,4967,4120
S,RS,herveiras,3019,1458
S,RS,horizontina,19446,17095
S,RS,hulha negra,6894,2967
S,RS,humaita,4712,3723
S,RS,ibarama,4393,2738
S,RS,ibiaca,4690,3875
S,RS,ibiraiaras,7267,6152
S,RS,ibirapuita,3988,2958
S,RS,ibiruba,20474,18262
S,RS,igrejinha,37754,25318
S,RS,ijui,84041,63792
S,RS,ilopolis,4054,3394
S,RS,imbe,23721,15057
S,RS,imigrante,3103,2346
S,RS,independencia,6054,5241
S,RS,inhacora,2207,1375
S,RS,ipe,6736,4772
S,RS,ipiranga do sul,1871,1784
S,RS,irai,7046,4882
S,RS,itaara,5573,3340
S,RS,itacurubi,3456,1683
S,RS,itapuca,2037,1318
S,RS,itaqui,37363,20841
S,RS,itati,2377,1647
S,RS,itatiba do sul,3143,2049
S,RS,ivora,1854,1278
S,RS,ivoti,25068,16840
S,RS,jaboticaba,3738,2615
S,RS,jacuizinho,2718,1431
S,RS,jacutinga,3532,2925
S,RS,jaguarao,26327,21510
S,RS,jaguari,10684,7529
S,RS,jaquirana,3611,2291
S,RS,jari,3472,2115
S,RS,joia,8571,5875
S,RS,julio de castilhos,19159,13358
S,RS,lagoa bonita do sul,2939,1611
S,RS,lagoao,6469,3085
S,RS,lagoa dos tres cantos,1604,1493
S,RS,lagoa vermelha,27751,20391
S,RS,lajeado,86005,73973
S,RS,lajeado do bugre,2569,1331
S,RS,lavras do sul,7410,4041
S,RS,liberato salzano,5087,3228
S,RS,lindolfo collor,6193,3874
S,RS,linha nova,1724,1268
S,RS,machadinho,5411,3773
S,RS,macambara,4539,1437
S,RS,mampituba,2965,794
S,RS,manoel viana,7315,4314
S,RS,maquine,6747,4807
S,RS,marata,2713,2114
S,RS,marau,45523,33972
S,RS,marcelino ramos,4239,2976
S,RS,mariana pimentel,3892,2814
S,RS,mariano moro,1987,1594
S,RS,marques de souza,3981,2882
S,RS,mata,4760,3012
S,RS,mato castelhano,2543,1980
S,RS,mato leitao,4627,3919
S,RS,mato queimado,1611,1512
S,RS,maximiliano de almeida,4254,3879
S,RS,minas do leao,8130,4377
S,RS,miraguai,4899,3551
S,RS,montauri,1430,1318
S,RS,monte alegre dos campos,3237,1587
S,RS,monte belo do sul,2514,2207
S,RS,montenegro,66157,49033
S,RS,mormaco,3139,1797
S,RS,morrinhos do sul,2891,2238
S,RS,morro redondo,6609,5864
S,RS,morro reuter,6570,4645
S,RS,mostardas,12888,7229
S,RS,mucum,4967,3725
S,RS,muitos capoes,3184,1634
S,RS,muliterno,1901,1326
S,RS,nao-me-toque,17886,14839
S,RS,nicolau vergueiro,1667,1493
S,RS,nonoai,11574,7439
S,RS,nova alvorada,3698,2622
S,RS,nova araca,4890,3562
S,RS,nova bassano,10089,8223
S,RS,nova boa vista,1731,1815
S,RS,nova brescia,3345,2521
S,RS,nova candelaria,2677,2645
S,RS,nova esperanca do sul,5465,3240
S,RS,nova hartz,22147,12442
S,RS,nova padua,2563,2039
S,RS,nova palma,6519,4681
S,RS,nova petropolis,21717,17464
S,RS,nova prata,28021,20942
S,RS,nova ramada,2195,1896
S,RS,nova roma do sul,3743,2490
S,RS,nova santa rita,30482,20040
S,RS,novo cabrais,4246,2368
S,RS,novo hamburgo,247303,178204
S,RS,novo machado,3191,2692
S,RS,novo tiradentes,2189,1248
S,RS,novo xingu,1705,1006
S,RS,novo barreiro,4185,3010
S,RS,osorio,46815,35261
S,RS,paim filho,3731,2833
S,RS,palmares do sul,11342,7239
S,RS,palmeira das missoes,32967,25988
S,RS,palmitinho,7056,6114
S,RS,panambi,44583,33856
S,RS,pantano grande,8995,5984
S,RS,parai,7793,6520
S,RS,paraiso do sul,7635,4170
S,RS,pareci novo,3885,3906
S,RS,parobe,59419,35534
S,RS,passa sete,5790,2912
S,RS,passo do sobrado,6612,4502
S,RS,passo fundo,206103,143995
S,RS,paulo bento,2303,1538
S,RS,paverama,8541,5893
S,RS,pedras altas,1928,1206
S,RS,pedro osorio,7683,5001
S,RS,pejucara,3840,3100
S,RS,pelotas,343826,228840
S,RS,picada cafe,5780,3958
S,RS,pinhal,2581,1882
S,RS,pinhal da serra,1896,1246
S,RS,pinhal grande,4309,2582
S,RS,pinheirinho do vale,4926,2608
S,RS,pinheiro machado,12122,7850
S,RS,pinto bandeira,3068,1550
S,RS,pirapo,2205,1540
S,RS,piratini,20743,11315
S,RS,planalto,9957,6481
S,RS,poco das antas,2105,1793
S,RS,pontao,3898,2526
S,RS,ponte preta,1501,1390
S,RS,portao,38081,29872
S,RS,porto alegre,1492530,891758
S,RS,porto lucena,4514,3224
S,RS,porto maua,2332,1608
S,RS,porto vera cruz,1258,1000
S,RS,porto xavier,10144,7764
S,RS,pouso novo,1586,1228
S,RS,presidente lucena,2972,2346
S,RS,progresso,6235,3892
S,RS,protasio alves,1929,1457
S,RS,putinga,3861,3087
S,RS,quarai,22531,23290
S,RS,quatro irmaos,1860,996
S,RS,quevedos,2793,1774
S,RS,quinze de novembro,3810,3162
S,RS,redentora,11782,3381
S,RS,relvado,2068,1508
S,RS,restinga seca,15702,9582
S,RS,rio dos indios,2571,1593
S,RS,rio grande,212881,133223
S,RS,rio pardo,38257,20391
S,RS,riozinho,4698,2730
S,RS,roca sales,11556,6918
S,RS,rodeio bonito,5868,5493
S,RS,rolador,2270,1548
S,RS,rolante,21591,14520
S,RS,ronda alta,10633,6629
S,RS,rondinha,5033,3456
S,RS,roque gonzales,6750,4578
S,RS,rosario do sul,39210,22531
S,RS,sagrada familia,2601,1487
S,RS,saldanha marinho,2596,2233
S,RS,salto do jacui,12512,6808
S,RS,salvador das missoes,2734,2528
S,RS,salvador do sul,7975,5749
S,RS,sananduva,16382,14464
S,RS,santa barbara do sul,7813,6827
S,RS,santa cecilia do sul,1630,1210
S,RS,santa clara do sul,6755,5066
S,RS,santa cruz do sul,132271,100737
S,RS,santa maria,285159,174644
S,RS,santa maria do herval,6382,4852
S,RS,santa margarida do sul,2593,1111
S,RS,santana da boa vista,8037,5503
S,RS,sant'ana do livramento,75647,74123
S,RS,santa rosa,73882,60986
S,RS,santa tereza,1722,1063
S,RS,santa vitoria do palmar,29298,25046
S,RS,santiago,49298,34598
S,RS,santo angelo,77544,54953
S,RS,santo antonio do palma,2118,1495
S,RS,santo antonio da patrulha,43397,30504
S,RS,santo antonio das missoes,9930,6621
S,RS,santo antonio do planalto,2018,1807
S,RS,santo augusto,13813,10511
S,RS,santo cristo,14177,12972
S,RS,santo expedito do sul,2287,2003
S,RS,sao borja,59768,38794
S,RS,sao domingos do sul,3091,2438
S,RS,sao francisco de assis,18081,10846
S,RS,sao francisco de paula,21871,13298
S,RS,sao gabriel,62187,34305
S,RS,sao jeronimo,24569,11478
S,RS,sao joao da urtiga,4625,3639
S,RS,sao joao do polesine,2535,1956
S,RS,sao jorge,2808,2222
S,RS,sao jose das missoes,2491,1443
S,RS,sao jose do herval,1917,1409
S,RS,sao jose do hortencio,4924,3519
S,RS,sao jose do inhacora,2040,1837
S,RS,sao jose do norte,27866,12922
S,RS,sao jose do ouro,6911,6251
S,RS,sao jose do sul,2464,1842
S,RS,sao jose dos ausentes,3559,1669
S,RS,sao leopoldo,240378,135202
S,RS,sao lourenco do sul,43501,29280
S,RS,sao luiz gonzaga,33124,24925
S,RS,sao marcos,21756,19496
S,RS,sao martinho,5336,4782
S,RS,sao martinho da serra,3228,1833
S,RS,sao miguel das missoes,7692,5876
S,RS,sao nicolau,5153,2887
S,RS,sao paulo das missoes,5654,4305
S,RS,sao pedro da serra,3881,3017
S,RS,sao pedro das missoes,2025,1211
S,RS,sao pedro do butia,2950,2582
S,RS,sao pedro do sul,16100,10896
S,RS,sao sebastiao do cai,26161,16574
S,RS,sao sepe,23492,14953
S,RS,sao valentim,3220,2230
S,RS,sao valentim do sul,2248,1766
S,RS,sao valerio do sul,2732,937
S,RS,sao vendelino,2288,1984
S,RS,sao vicente do sul,8742,5182
S,RS,sapiranga,80514,54281
S,RS,sapucaia do sul,142508,90653
S,RS,sarandi,25024,16314
S,RS,seberi,10678,9196
S,RS,sede nova,2875,2047
S,RS,segredo,7465,4349
S,RS,selbach,5114,4694
S,RS,senador salgado filho,2761,2134
S,RS,sentinela do sul,5635,3734
S,RS,serafina correa,18074,12396
S,RS,serio,1889,1389
S,RS,sertao,5220,5088
S,RS,sertao santana,6586,4731
S,RS,sete de setembro,1931,1336
S,RS,severiano de almeida,3607,2882
S,RS,silveira martins,2365,1778
S,RS,sinimbu,10152,5109
S,RS,sobradinho,15041,9550
S,RS,soledade,31067,20197
S,RS,tabai,4816,3715
S,RS,tapejara,24973,19448
S,RS,tapera,10569,7852
S,RS,tapes,17363,9461
S,RS,taquara,57740,38214
S,RS,taquari,26907,19840
S,RS,taquarucu do sul,3081,2369
S,RS,tavares,5484,3493
S,RS,tenente portela,13385,9259
S,RS,terra de areia,11323,7711
S,RS,teutonia,34275,25898
S,RS,tio hugo,3078,2521
S,RS,tiradentes do sul,5532,3618
S,RS,toropi,2753,2075
S,RS,torres,39381,24442
S,RS,tramandai,53507,31329
S,RS,travesseiro,2331,1636
S,RS,tres arroios,2620,2292
S,RS,tres cachoeiras,11174,8799
S,RS,tres coroas,28948,16554
S,RS,tres de maio,23846,19877
S,RS,tres forquilhas,2643,1971
S,RS,tres palmeiras,4232,2859
S,RS,tres passos,23799,21315
S,RS,trindade do sul,5781,4069
S,RS,triunfo,30159,17339
S,RS,tucunduva,5612,4502
S,RS,tunas,4585,2251
S,RS,tupanci do sul,1447,1170
S,RS,tupancireta,24182,13551
S,RS,tupandi,5019,4211
S,RS,tuparendi,7730,7442
S,RS,turucu,3408,2510
S,RS,ubiretama,1952,1686
S,RS,uniao da serra,1084,1008
S,RS,unistalda,2306,1379
S,RS,uruguaiana,126766,73191
S,RS,vacaria,66916,46618
S,RS,vale verde,3531,2048
S,RS,vale do sol,11873,6087
S,RS,vale real,6046,4215
S,RS,vanini,2130,1643
S,RS,venancio aires,72373,52647
S,RS,vera cruz,27325,19016
S,RS,veranopolis,26813,19594
S,RS,vespasiano correa,1776,1564
S,RS,viadutos,4628,3521
S,RS,viamao,257330,140497
S,RS,vicente dutra,4530,2832
S,RS,victor graeff,2840,2722
S,RS,vila flores,3407,3087
S,RS,vila langaro,2070,1637
S,RS,vila maria,4368,3651
S,RS,vila nova do sul,4274,2810
S,RS,vista alegre,2726,2004
S,RS,vista alegre do prata,1553,1180
S,RS,vista gaucha,2858,1981
S,RS,vitoria das missoes,3052,2394
S,RS,westfalia,3046,2488
S,RS,xangri-la,17126,12007
CO,MS,agua clara,16025,9099
CO,MS,alcinopolis,5489,3131
CO,MS,amambai,40247,22349
CO,MS,anastacio,25336,13712
CO,MS,anaurilandia,9116,4039
CO,MS,angelica,11081,7490
CO,MS,antonio joao,9082,4204
CO,MS,aparecida do taboado,26386,17181
CO,MS,aquidauana,48184,21631
CO,MS,aral moreira,12511,3422
CO,MS,bandeirantes,7281,4278
CO,MS,bataguassu,23620,14287
CO,MS,bataypora,11368,6270
CO,MS,bela vista,24842,9102
CO,MS,bodoquena,7802,4397
CO,MS,bonito,22401,13495
CO,MS,brasilandia,11835,7544
CO,MS,caarapo,31005,16484
CO,MS,camapua,13675,8709
CO,MS,campo grande,916001,636995
CO,MS,caracol,6247,2161
CO,MS,cassilandia,22063,17002
CO,MS,chapadao do sul,26499,22513
CO,MS,corguinho,6158,1875
CO,MS,coronel sapucaia,15449,4182
CO,MS,corumba,112669,45789
CO,MS,costa rica,21456,16299
CO,MS,coxim,33547,22914
CO,MS,deodapolis,13043,8515
CO,MS,dois irmaos do buriti,11547,4324
CO,MS,douradina,6025,4436
CO,MS,dourados,227990,170681
CO,MS,eldorado,12447,7147
CO,MS,fatima do sul,19152,14479
CO,MS,figueirao,3066,1414
CO,MS,gloria de dourados,9934,6959
CO,MS,guia lopes da laguna,9754,6073
CO,MS,iguatemi,16273,8152
CO,MS,inocencia,7566,5469
CO,MS,itapora,25478,12012
CO,MS,itaquirai,21604,9471
CO,MS,ivinhema,23277,19486
CO,MS,japora,9372,1838
CO,MS,jaraguari,7342,2316
CO,MS,jardim,26375,15235
CO,MS,jatei,4015,2142
CO,MS,juti,6861,3295
CO,MS,ladario,24040,8905
CO,MS,laguna carapa,7496,3702
CO,MS,maracaju,48944,27947
CO,MS,miranda,28423,11151
CO,MS,mundo novo,18578,11234
CO,MS,navirai,56484,35289
CO,MS,nioaque,13794,6801
CO,MS,nova alvorada do sul,22967,11122
CO,MS,nova andradina,56057,36571
CO,MS,novo horizonte do sul,3556,3253
CO,MS,paraiso das aguas,5751,2242
CO,MS,paranaiba,42401,33462
CO,MS,paranhos,14576,2635
CO,MS,pedro gomes,7568,4156
CO,MS,ponta pora,95320,48597
CO,MS,porto murtinho,17460,3323
CO,MS,ribas do rio pardo,25310,10981
CO,MS,rio brilhante,38844,20037
CO,MS,rio negro,4758,3002
CO,MS,rio verde de mato grosso,20025,11565
CO,MS,rochedo,5120,2324
CO,MS,santa rita do pardo,7948,3578
CO,MS,sao gabriel do oeste,27660,22411
CO,MS,sete quedas,10751,5105
CO,MS,selviria,6555,4594
CO,MS,sidrolandia,60792,22499
CO,MS,sonora,20158,9551
CO,MS,tacuru,11795,2944
CO,MS,taquarussu,3588,1968
CO,MS,terenos,22721,7555
CO,MS,tres lagoas,125137,94290
CO,MS,vicentina,6115,4522
CO,MT,acorizal,5309,1469
CO,MT,agua boa,26679,19472
CO,MT,alta floresta,52105,50043
CO,MT,alto araguaia,19714,8768
CO,MT,alto boa vista,7092,2766
CO,MT,alto garcas,12323,7221
CO,MT,alto paraguai,11587,2428
CO,MT,alto taquari,11413,5151
CO,MT,apiacas,10431,4788
CO,MT,araguaiana,3064,988
CO,MT,araguainha,909,200
CO,MT,araputanga,17078,11314
CO,MT,arenapolis,9399,7255
CO,MT,aripuana,23067,12867
CO,MT,barao de melgaco,8165,964
CO,MT,barra do bugres,35642,18452
CO,MT,barra do garcas,61702,51326
CO,MT,bom jesus do araguaia,6830,3593
CO,MT,brasnorte,20571,8800
CO,MT,caceres,95339,54857
CO,MT,campinapolis,16223,5310
CO,MT,campo novo do parecis,36917,27421
CO,MT,campo verde,44033,30676
CO,MT,campos de julio,7245,5072
CO,MT,canabrava do norte,4711,2114
CO,MT,canarana,22101,15585
CO,MT,carlinda,10094,6071
CO,MT,castanheira,8782,5424
CO,MT,chapada dos guimaraes,22521,9398
CO,MT,claudia,12338,8151
CO,MT,cocalinho,5716,1288
CO,MT,colider,33855,26061
CO,MT,colniza,41117,14580
CO,MT,comodoro,21249,11545
CO,MT,confresa,32076,15917
CO,MT,conquista d'oeste,4163,2151
CO,MT,cotriguacu,20717,5799
CO,MT,cuiaba,623614,455064
CO,MT,curvelandia,5267,3006
CO,MT,denise,9626,3804
CO,MT,diamantino,22311,16208
CO,MT,dom aquino,8087,4553
CO,MT,feliz natal,14847,6050
CO,MT,figueiropolis d'oeste,3411,2531
CO,MT,gaucha do norte,7913,3848
CO,MT,general carneiro,5726,1014
CO,MT,gloria d'oeste,2990,2013
CO,MT,guaranta do norte,36439,26627
CO,MT,guiratinga,15740,6704
CO,MT,indiavai,2806,1008
CO,MT,ipiranga do norte,8182,4422
CO,MT,itanhanga,7030,3971
CO,MT,itauba,3609,3333
CO,MT,itiquira,13727,5269
CO,MT,jaciara,27696,24389
CO,MT,jangada,8420,3137
CO,MT,jauru,8377,6549
CO,MT,juara,35275,25838
CO,MT,juina,41190,34944
CO,MT,juruena,16811,6662
CO,MT,juscimeira,11124,5494
CO,MT,lambari d'oeste,6246,2761
CO,MT,lucas do rio verde,69671,57600
CO,MT,luciara,2036,722
CO,MT,vila bela da santissima trindade,16412,6026
CO,MT,marcelandia,10107,8585
CO,MT,matupa,17017,14018
CO,MT,mirassol d'oeste,28135,21060
CO,MT,nobres,15332,10473
CO,MT,nortelandia,5858,3475
CO,MT,nossa senhora do livramento,13093,4017
CO,MT,nova bandeirantes,16052,7054
CO,MT,nova nazare,4013,658
CO,MT,nova lacerda,6861,3114
CO,MT,nova santa helena,3755,2200
CO,MT,nova brasilandia,3656,2257
