UF;MUNICIPIO;TOTAL;AUTOMOVEL;BONDE;CAMINHAO;CAMINHAO TRATOR;CAMINHONETE;CAMIONETA;CHASSI PLATAF;CICLOMOTOR;MICRO-ONIBUS;MOTOCICLETA;MOTONETA;ONIBUS;QUADRICICLO;REBOQUE;SEMI-REBOQUE;SIDE-CAR;OUTROS;TRATOR ESTEI;TRATOR RODAS;TRICICLO;UTILITARIO
SC;SAO LOURENCO DO OESTE;22168;12158;0;960;414;2147;589;0;5;55;3338;1081;119;0;415;517;1;16;0;19;6;328
PI;SAO LOURENCO DO PIAUI;912;289;0;11;0;86;4;0;0;5;462;48;7;0;0;0;0;0;0;0;0;0
RS;SAO LOURENCO DO SUL;29280;16276;0;1189;337;2247;828;0;21;66;6304;540;191;0;763;356;6;21;0;23;4;108
SC;SAO LUDGERO;11264;5704;0;695;94;949;472;0;1;18;2113;644;30;0;229;92;3;10;0;4;0;206
MA;SAO LUIS;436564;216119;0;11217;1726;39737;14910;59;1596;1443;115602;14800;4723;1;4033;2382;15;44;0;43;110;8004
GO;SAO LUIS DE MONTES BELOS;25859;11239;0;548;118;2654;421;0;647;47;6109;2179;112;0;1510;163;0;0;0;0;1;111
CE;SAO LUIS DO CURU;3271;968;0;81;8;168;28;0;3;3;1742;174;15;0;63;7;0;0;0;0;1;10
PI;SAO LUIS DO PIAUI;806;183;0;13;0;96;4;0;0;3;470;33;3;0;0;0;0;0;0;1;0;0
AL;SAO LUIS DO QUITUNDE;5496;2129;0;252;9;309;89;0;82;31;1891;151;250;0;230;58;1;0;0;0;1;13
MA;SAO LUIS GONZAGA DO MARANHAO;3884;559;0;43;1;196;23;0;1;9;2835;193;11;0;7;0;0;0;0;0;0;6
RR;SAO LUIZ;1917;297;0;55;2;152;23;0;5;5;1112;237;12;0;8;5;0;0;0;0;1;3
GO;SAO LUIZ DO NORTE;2104;901;0;76;15;224;31;0;6;7;542;136;29;0;107;24;0;0;0;0;1;5
SP;SAO LUIZ DO PARAITINGA;6862;3708;2;236;5;713;243;1;5;48;1627;51;34;0;119;9;0;0;0;3;3;55
RS;SAO LUIZ GONZAGA;24925;13358;0;801;358;2821;716;0;11;95;4375;1037;111;0;652;399;2;9;0;5;0;175
PB;SAO MAMEDE;2035;675;0;39;3;164;21;0;14;3;940;128;8;0;25;6;0;0;0;0;1;8
PR;SAO MANOEL DO PARANA;1338;648;0;66;8;105;16;0;0;5;340;99;10;0;23;15;0;0;0;2;0;1
SP;SAO MANUEL;28888;17665;0;815;458;1945;1015;1;52;155;4098;422;245;0;1100;757;3;4;0;7;4;142
RS;SAO MARCOS;19496;10606;0;883;803;2143;731;3;16;39;1756;514;140;0;446;1158;0;14;1;15;4;224
RS;SAO MARTINHO;4782;2518;0;295;91;498;159;0;1;7;873;97;24;0;70;101;2;2;0;2;0;42
SC;SAO MARTINHO;3345;1695;0;169;40;277;81;0;0;11;787;134;6;0;56;43;0;4;0;0;0;42
RS;SAO MARTINHO DA SERRA;1833;929;0;79;21;251;42;0;0;7;406;11;9;0;28;39;0;3;0;1;0;7
ES;SAO MATEUS;56598;25776;0;1470;265;5408;1236;0;83;162;14050;5252;458;0;1534;292;8;8;0;30;43;523
MA;SAO MATEUS DO MARANHAO;10483;1584;0;149;16;547;83;1;26;57;6097;1778;27;0;60;24;0;0;0;0;1;33
PR;SAO MATEUS DO SUL;29857;17125;0;1357;158;3174;889;0;14;121;4551;872;228;0;919;215;3;6;0;6;6;213
RN;SAO MIGUEL;10769;2798;0;294;5;830;109;0;1;76;6063;369;42;0;34;5;0;1;0;0;1;141
SP;SAO MIGUEL ARCANJO;18726;10592;0;802;73;1868;594;1;21;142;3603;452;102;0;302;78;0;0;0;5;3;88
PI;SAO MIGUEL DA BAIXA GRANDE;541;91;0;13;0;44;2;0;0;3;316;61;4;0;3;0;0;0;0;2;0;2
SC;SAO MIGUEL DA BOA VISTA;1252;671;0;37;5;124;19;0;0;4;306;39;9;0;26;9;0;0;0;0;0;3
BA;SAO MIGUEL DAS MATAS;2378;775;0;89;3;206;36;0;1;11;1057;155;24;0;15;0;0;0;0;0;0;6
RS;SAO MIGUEL DAS MISSOES;5876;3029;0;358;88;770;152;0;0;28;1007;49;51;0;177;114;0;9;0;2;1;41
PB;SAO MIGUEL DE TAIPU;1312;375;0;25;1;71;4;0;11;1;795;16;7;0;4;2;0;0;0;0;0;0
SE;SAO MIGUEL DO ALEIXO;914;253;0;41;3;58;9;0;6;2;445;64;7;0;22;3;0;0;0;0;0;1
MG;SAO MIGUEL DO ANTA;3306;1348;0;101;1;239;33;0;25;16;1464;21;15;0;29;1;0;0;0;0;7;6
GO;SAO MIGUEL DO ARAGUAIA;15150;5689;0;417;139;1905;264;0;207;30;3474;1646;84;0;1072;142;0;2;0;0;1;78
PI;SAO MIGUEL DO FIDALGO;376;68;0;9;0;48;3;0;0;6;225;10;4;0;2;0;0;0;0;1;0;0
RN;SAO MIGUEL DO GOSTOSO;2472;846;0;34;1;233;58;0;36;14;1023;111;20;0;21;9;0;0;0;0;2;64
PA;SAO MIGUEL DO GUAMA;12851;2707;0;553;68;819;104;0;7;34;6917;1077;148;0;230;125;0;0;0;0;3;59
RO;SAO MIGUEL DO GUAPORE;12336;3166;0;349;34;963;100;0;73;17;5815;1427;76;0;233;46;0;0;0;0;4;33
PR;SAO MIGUEL DO IGUACU;20561;10893;0;1022;405;2565;555;0;11;78;2862;1006;118;0;377;476;2;1;0;2;1;187
SC;SAO MIGUEL DO OESTE;38560;20588;0;1148;476;3953;1582;0;5;83;5747;2443;132;0;1089;662;5;27;0;10;3;607
GO;SAO MIGUEL DO PASSA QUATRO;1824;834;0;64;5;250;26;0;2;6;506;58;8;0;48;10;0;0;0;0;0;7
PI;SAO MIGUEL DO TAPUIO;2816;400;0;60;0;353;27;0;0;7;1742;189;26;0;6;0;0;0;0;0;0;6
TO;SAO MIGUEL DO TOCANTINS;1939;309;0;129;16;101;9;0;36;17;968;221;50;0;61;19;0;0;0;0;0;3
AL;SAO MIGUEL DOS CAMPOS;16586;5966;0;420;118;762;338;0;95;174;6169;1370;235;0;522;335;0;0;0;1;4;77
AL;SAO MIGUEL DOS MILAGRES;1861;728;0;35;0;165;44;0;114;4;611;96;7;0;36;9;0;1;0;0;0;11
RS;SAO NICOLAU;2887;1643;0;95;7;350;68;0;1;13;587;28;19;0;55;5;0;1;0;1;0;14
GO;SAO PATRICIO;1008;417;0;21;4;102;20;0;6;2;296;80;6;0;46;5;0;0;0;0;0;3
SP;SAO PAULO;8845011;5976988;8;140189;32824;546021;497885;200;4471;40866;1076389;195852;49701;45;57997;43331;93;904;5;3521;1478;176243
RS;SAO PAULO DAS MISSOES;4305;2298;0;161;43;387;154;0;0;8;1045;58;36;0;51;32;0;2;0;1;1;28
AM;SAO PAULO DE OLIVENCA;1331;13;0;12;0;32;8;0;0;0;977;282;6;0;0;0;0;0;0;0;1;0
RN;SAO PAULO DO POTENGI;5321;1973;0;134;6;341;95;0;9;14;2369;253;31;0;46;17;0;0;0;2;0;31
RN;SAO PEDRO;1483;618;0;33;1;90;34;0;2;5;644;29;10;0;9;3;0;0;0;0;0;5
SP;SAO PEDRO;27720;16329;0;726;239;2330;986;0;40;138;4371;1182;113;0;756;240;8;7;1;4;5;245
MA;SAO PEDRO DA AGUA BRANCA;2509;352;0;26;5;129;14;0;11;7;1468;462;8;0;23;1;0;0;0;0;0;3
RJ;SAO PEDRO DA ALDEIA;40400;24629;0;1034;102;2384;1765;0;643;133;7025;1384;130;0;745;109;0;2;0;6;20;289
MT;SAO PEDRO DA CIPA;1734;741;0;34;6;156;28;0;2;8;439;198;26;0;77;16;0;0;0;0;0;3
RS;SAO PEDRO DA SERRA;3017;1773;0;119;15;316;82;0;2;12;455;83;18;0;100;17;0;0;0;8;0;17
MG;SAO PEDRO DA UNIAO;3710;1736;0;157;4;426;59;0;2;17;1194;34;22;0;43;5;0;0;0;2;0;9
RS;SAO PEDRO DAS MISSOES;1211;662;0;48;3;162;13;0;0;4;271;23;8;0;9;7;0;0;0;0;0;1
SC;SAO PEDRO DE ALCANTARA;3269;1643;0;165;6;366;116;0;0;8;694;115;6;0;94;4;0;2;0;0;1;49
RS;SAO PEDRO DO BUTIA;2582;1312;0;177;50;264;78;0;0;5;484;57;19;0;65;51;0;3;0;2;0;15
PR;SAO PEDRO DO IGUACU;3850;1948;0;220;38;509;116;0;0;14;750;90;48;0;41;64;0;0;0;0;1;11
PR;SAO PEDRO DO IVAI;6647;3201;0;396;96;736;137;0;3;19;1247;362;59;0;127;220;0;0;0;17;0;27
PR;SAO PEDRO DO PARANA;1666;856;0;57;12;162;30;0;2;11;318;109;8;0;64;31;0;0;0;0;0;6
PI;SAO PEDRO DO PIAUI;3729;646;0;58;2;211;27;0;7;4;2523;220;11;0;11;1;0;0;0;0;2;6
MG;SAO PEDRO DO SUACUI;1802;771;0;52;1;146;21;0;7;4;718;27;14;0;29;1;0;0;0;0;3;8
RS;SAO PEDRO DO SUL;10896;6332;0;407;73;1339;305;1;5;59;1616;181;64;0;340;95;1;16;0;7;2;53
SP;SAO PEDRO DO TURVO;4130;2236;0;213;26;490;103;0;6;27;781;76;56;0;71;31;1;0;0;3;1;9
MA;SAO PEDRO DOS CRENTES;1154;144;0;66;2;174;6;0;0;1;660;89;7;0;1;3;0;0;0;0;0;1
MG;SAO PEDRO DOS FERROS;2637;1406;0;111;18;170;28;0;26;11;730;15;46;0;38;31;0;0;0;1;3;3
RN;SAO RAFAEL;2266;777;0;54;1;214;22;0;7;17;1045;87;6;0;22;3;0;0;0;0;1;10
MA;SAO RAIMUNDO DAS MANGABEIRAS;5447;946;0;189;29;464;38;0;6;22;2683;871;62;0;55;59;0;0;0;0;2;21
MA;SAO RAIMUNDO DO DOCA BEZERRA;913;68;0;20;0;52;2;0;0;4;702;58;3;0;1;0;0;0;0;0;0;3
PI;SAO RAIMUNDO NONATO;20471;5234;0;1168;68;2202;250;0;3;276;9258;1564;204;0;68;70;0;0;0;1;2;103
MA;SAO ROBERTO;1181;91;0;18;0;47;2;0;0;5;977;35;4;0;0;0;0;0;0;0;0;2
MG;SAO ROMAO;2576;969;0;63;31;273;49;0;8;4;936;95;23;0;67;48;0;0;0;0;1;9
SP;SAO ROQUE;53459;33533;0;1326;204;4651;2143;3;71;263;8275;1065;239;0;742;267;9;15;1;31;5;616
MG;SAO ROQUE DE MINAS;5408;2371;0;260;5;949;99;0;5;22;1432;63;38;0;48;4;0;1;0;0;0;111
ES;SAO ROQUE DO CANAA;7229;2300;0;377;15;712;47;0;12;31;3012;551;45;0;80;17;1;0;0;4;3;22
TO;SAO SALVADOR DO TOCANTINS;673;208;0;27;0;64;10;0;0;4;281;43;5;0;31;0;0;0;0;0;0;0
AL;SAO SEBASTIAO;8825;2246;0;185;44;479;52;0;50;43;4258;969;206;0;191;84;0;0;0;0;2;16
SP;SAO SEBASTIAO;40942;20932;0;927;127;3323;1966;0;44;145;9435;2131;187;0;825;182;1;15;0;50;13;639
PR;SAO SEBASTIAO DA AMOREIRA;5085;3041;0;236;39;494;131;0;3;19;782;129;59;0;54;53;0;0;0;1;1;43
MG;SAO SEBASTIAO DA BELA VISTA;2603;1394;0;161;20;249;66;0;9;20;513;32;20;0;77;35;0;0;0;0;1;6
PA;SAO SEBASTIAO DA BOA VISTA;524;27;0;5;0;4;2;0;1;0;412;71;1;0;0;0;0;0;0;0;0;1
SP;SAO SEBASTIAO DA GRAMA;6691;4218;0;280;11;677;261;1;3;36;828;132;59;0;110;20;6;0;0;1;3;45
MG;SAO SEBASTIAO DA VARGEM ALEGRE;1691;733;0;57;8;149;16;0;12;6;631;40;13;0;20;3;0;0;0;0;0;3
PB;SAO SEBASTIAO DE LAGOA DE ROCA;3247;1292;0;132;3;239;41;0;13;20;1365;95;18;0;20;2;0;0;0;0;0;7
RJ;SAO SEBASTIAO DO ALTO;4090;1801;0;139;1;251;84;0;9;29;1510;196;8;0;49;2;0;0;0;0;2;9
MG;SAO SEBASTIAO DO ANTA;3010;1132;0;85;4;311;32;0;3;8;1348;45;13;0;22;2;1;0;0;0;3;1
RS;SAO SEBASTIAO DO CAI;16574;10328;0;809;202;1105;599;0;10;46;1924;356;59;0;706;232;1;22;0;34;1;140
MG;SAO SEBASTIAO DO MARANHAO;3045;943;0;36;0;183;48;0;12;16;1660;71;35;0;38;0;0;0;0;0;1;2
MG;SAO SEBASTIAO DO OESTE;3285;1583;0;210;29;280;45;0;11;12;876;43;86;0;55;41;0;0;0;0;0;14
MG;SAO SEBASTIAO DO PARAISO;50589;28849;0;1780;516;4161;1434;0;95;159;8772;2587;274;0;939;552;16;7;0;3;17;428
BA;SAO SEBASTIAO DO PASSE;9893;4219;0;309;117;753;296;0;47;205;2739;644;181;0;185;147;1;0;0;1;5;44
MG;SAO SEBASTIAO DO RIO PRETO;495;188;0;10;0;45;4;0;0;8;220;6;6;0;6;0;0;0;0;0;0;2
MG;SAO SEBASTIAO DO RIO VERDE;987;542;0;22;1;92;18;0;4;5;269;3;10;0;17;0;0;0;0;0;0;4
TO;SAO SEBASTIAO DO TOCANTINS;653;120;0;18;0;37;9;0;3;3;407;39;2;0;11;1;0;0;0;0;0;3
AM;SAO SEBASTIAO DO UATUMA;323;21;0;6;0;14;0;0;0;0;222;53;1;0;0;0;0;0;0;0;6;0
PB;SAO SEBASTIAO DO UMBUZEIRO;468;130;0;12;0;79;7;0;0;7;211;11;6;0;2;0;0;1;0;0;0;2
RS;SAO SEPE;14953;8641;0;560;267;1637;391;0;33;64;2089;241;130;0;482;331;1;13;0;14;3;56
GO;SAO SIMAO;10141;4476;0;256;86;966;213;0;140;53;1905;1108;83;0;646;146;1;2;0;1;5;54
SP;SAO SIMAO;9407;6053;0;431;64;843;413;0;25;33;980;152;56;0;169;84;2;0;0;0;3;99
MG;SAO TIAGO;6306;3666;0;325;20;705;141;0;3;30;1180;48;37;0;107;18;1;0;0;1;9;15
MG;SAO TOMAS DE AQUINO;3830;2500;0;149;8;457;123;0;7;27;435;26;19;0;49;8;1;0;0;1;2;18
PR;SAO TOME;3781;1953;0;175;22;322;62;0;0;9;748;273;36;0;132;35;0;1;0;4;3;6
RN;SAO TOME;2200;825;0;75;1;150;32;1;2;3;973;80;30;0;16;5;0;0;0;0;0;7
MG;SAO TOME DAS LETRAS;2157;1047;0;108;1;228;68;0;0;18;607;4;31;0;26;0;0;0;0;0;0;19
RS;SAO VALENTIM;2230;1395;0;97;21;323;53;0;0;13;238;11;15;0;26;20;0;2;0;0;0;16
RS;SAO VALENTIM DO SUL;1766;1064;0;94;6;240;55;0;0;9;207;16;13;0;36;6;0;1;0;6;0;13
TO;SAO VALERIO;1344;362;0;67;10;183;14;0;1;2;503;133;9;0;35;20;0;0;0;0;0;5
RS;SAO VALERIO DO SUL;937;584;0;55;3;98;26;0;0;2;142;5;9;0;8;4;0;0;0;0;0;1
RS;SAO VENDELINO;1984;1107;0;86;14;226;94;0;0;15;269;37;23;0;60;14;0;2;0;6;0;31
RN;SAO VICENTE;2037;655;0;58;3;153;32;0;8;7;950;140;6;0;12;7;0;0;0;0;1;5
SP;SAO VICENTE;152490;71018;0;2248;1341;5545;5770;11;439;541;44425;16833;924;0;1127;1227;7;7;0;73;52;902
MG;SAO VICENTE DE MINAS;3177;1922;0;148;8;379;108;0;6;31;451;42;11;0;34;6;2;0;0;0;1;28
PB;SAO VICENTE DO SERIDO;1547;753;0;43;2;79;30;0;2;10;588;12;15;0;12;1;0;0;0;0;0;0
RS;SAO VICENTE DO SUL;5182;2850;0;179;55;637;136;0;8;11;807;127;57;0;229;57;1;0;0;4;2;22
MA;SAO VICENTE FERRER;2667;341;0;48;3;148;17;0;0;3;1930;159;6;0;5;5;0;0;0;0;0;2
PE;SAO VICENTE FERRER;4935;1373;0;197;5;515;65;0;9;14;2455;233;28;0;17;4;0;0;0;0;0;20
PB;SAPE;18210;5447;0;458;15;900;182;2;246;36;8887;1695;135;0;110;29;0;1;0;2;1;64
BA;SAPEACU;5380;2037;0;132;12;325;90;0;2;82;2383;178;52;0;56;17;0;0;0;0;1;13
MT;SAPEZAL;18805;5478;0;835;924;2155;431;0;11;61;3888;2099;165;0;735;1730;1;3;0;2;45;242
RS;SAPIRANGA;54281;33208;0;1049;83;2648;2087;3;103;108;9717;2912;204;0;1437;88;7;62;0;45;13;507
PR;SAPOPEMA;3916;2163;0;125;18;415;83;0;4;10;913;95;26;0;19;27;0;0;0;0;2;16
PA;SAPUCAIA;1597;291;0;53;7;187;10;0;0;4;820;151;15;0;27;20;0;1;0;1;1;9
RJ;SAPUCAIA;4216;2513;0;139;59;383;142;0;9;26;644;143;18;0;61;54;0;1;0;0;0;24
RS;SAPUCAIA DO SUL;90653;60168;0;1768;574;3627;3188;0;183;158;13775;2454;157;0;3475;615;0;49;1;70;3;388
MG;SAPUCAI-MIRIM;4027;2228;0;236;11;358;165;0;7;38;855;19;14;0;46;12;0;0;0;1;2;35
RJ;SAQUAREMA;40283;22622;0;953;93;2494;1372;0;243;183;8402;2423;162;0;803;94;1;11;0;2;43;382
PR;SARANDI;67872;34806;0;1272;727;4119;1390;0;92;144;15804;6437;221;0;1460;1189;0;1;1;19;10;180
RS;SARANDI;16314;9795;0;738;253;1807;632;0;2;34;1782;294;87;0;323;344;0;18;0;8;4;193
SP;SARAPUI;6488;3283;0;189;21;563;174;0;4;26;1803;233;22;0;127;18;0;0;0;3;0;22
MG;SARDOA;3380;1133;0;80;3;276;31;0;5;10;1653;102;21;0;55;6;0;0;0;0;2;3
SP;SARUTAIA;1985;1304;0;69;5;154;90;0;2;14;253;9;37;0;40;3;1;0;0;0;0;4
MG;SARZEDO;17920;10719;0;1179;276;1640;564;0;41;81;2418;125;194;0;280;262;0;2;0;4;5;130
BA;SATIRO DIAS;2379;823;0;31;3;174;24;0;0;20;1090;156;22;0;22;6;0;0;0;0;1;7
AL;SATUBA;4687;2489;0;110;30;250;130;0;91;30;1274;76;29;0;115;49;0;0;0;0;0;14
MA;SATUBINHA;1204;169;0;24;0;99;1;0;1;6;842;49;4;0;6;0;0;0;0;0;2;1
BA;SAUBARA;1590;590;0;39;1;129;49;0;5;45;584;90;4;0;37;1;4;0;0;0;6;6
PR;SAUDADE DO IGUACU;3602;2197;0;123;16;421;89;0;0;22;477;101;35;0;62;20;0;0;0;1;1;37
SC;SAUDADES;7262;3928;0;302;46;682;168;0;1;18;1520;333;49;0;84;78;2;2;0;1;0;48
BA;SAUDE;2681;1002;0;57;14;236;26;0;1;34;1165;59;26;0;20;30;0;0;0;0;3;8
SC;SCHROEDER;13277;7250;0;303;49;989;510;0;8;25;2588;837;34;0;442;64;3;8;0;12;2;153
BA;SEABRA;21524;7218;0;663;163;2302;307;0;62;179;8404;1355;215;0;253;265;0;0;0;0;16;122
SC;SEARA;14530;8209;0;447;349;1469;390;0;3;85;2067;635;151;0;202;404;4;8;0;0;5;102
SP;SEBASTIANOPOLIS DO SUL;3346;1532;0;285;159;263;67;0;1;4;431;114;16;0;264;201;1;0;0;0;1;7
PI;SEBASTIAO BARROS;445;83;0;12;0;43;0;0;0;3;238;57;3;0;5;0;0;1;0;0;0;0
BA;SEBASTIAO LARANJEIRAS;1713;583;0;40;1;241;17;0;1;5;713;71;30;0;8;0;0;0;0;0;0;3
PI;SEBASTIAO LEAL;1247;238;0;53;21;112;2;0;1;2;591;169;5;0;11;38;0;0;0;1;2;1
RS;SEBERI;9196;4892;0;434;117;902;212;0;1;13;1824;281;79;0;165;192;1;6;0;1;0;76
RS;SEDE NOVA;2047;1051;0;137;23;211;52;0;0;11;433;46;12;0;12;41;0;0;0;2;0;16
RS;SEGREDO;4349;2261;0;235;12;447;87;0;1;6;1121;48;56;0;41;14;0;2;0;0;0;18
RS;SELBACH;4694;2549;0;386;43;741;198;0;2;18;436;49;28;0;137;72;0;2;0;1;0;32
MS;SELVIRIA;4594;2580;0;131;26;484;116;0;2;21;730;244;38;0;174;29;0;0;0;0;0;19
MG;SEM-PEIXE;999;408;0;23;3;69;14;0;5;9;442;0;17;0;6;1;0;0;0;0;0;2
AC;SENA MADUREIRA;9392;1662;0;124;9;992;63;0;23;6;4716;1682;11;0;72;11;0;0;0;0;3;18
MA;SENADOR ALEXANDRE COSTA;1588;227;0;30;2;103;13;0;0;10;1084;101;10;0;4;3;0;0;0;0;0;1
MG;SENADOR AMARAL;3909;1821;0;165;5;706;79;0;5;8;1031;29;22;0;27;1;0;0;0;0;1;9
GO;SENADOR CANEDO;63155;29890;0;1308;441;3551;1275;0;756;131;17816;3784;130;0;2670;1129;0;3;0;13;7;251
MG;SENADOR CORTES;951;539;0;38;2;105;19;0;5;5;202;9;5;0;17;2;0;0;0;0;0;3
RN;SENADOR ELOI DE SOUZA;1442;641;0;32;0;82;10;0;5;7;602;24;14;0;15;4;0;1;0;0;0;5
MG;SENADOR FIRMINO;6028;2339;0;159;2;389;63;0;59;17;2771;86;39;0;75;0;0;0;0;0;9;20
RN;SENADOR GEORGINO AVELINO;875;355;0;16;0;66;15;0;15;6;377;9;3;0;8;1;0;0;0;0;0;4
AC;SENADOR GUIOMARD;7357;2285;0;354;75;805;73;0;17;9;2980;470;38;0;155;73;1;0;0;0;3;19
MG;SENADOR JOSE BENTO;621;399;0;17;1;74;16;0;0;0;96;2;9;0;5;0;1;0;0;0;0;1
PA;SENADOR JOSE PORFIRIO;1311;141;0;53;5;122;11;0;0;4;833;118;11;0;5;5;0;0;0;0;0;3
MA;SENADOR LA ROCQUE;5544;697;0;103;3;408;38;0;12;4;3872;361;5;0;28;4;0;0;0;0;1;8
MG;SENADOR MODESTINO GONCALVES;1339;532;0;38;4;152;14;0;1;6;555;10;15;0;9;0;0;0;0;0;1;2
CE;SENADOR POMPEU;9394;1948;0;214;20;490;62;0;8;35;6017;375;84;0;75;27;0;0;0;1;5;33
AL;SENADOR RUI PALMEIRA;2260;578;0;44;1;189;23;0;2;35;1284;57;15;0;28;3;0;0;0;0;0;1
CE;SENADOR SA;1739;384;0;35;6;103;19;0;0;8;1062;87;17;0;6;5;0;0;0;0;1;6
RS;SENADOR SALGADO FILHO;2134;1143;0;204;9;282;66;0;1;8;349;17;13;0;27;7;0;2;0;0;0;6
PR;SENGES;9985;5261;0;593;198;1010;241;0;14;37;1972;161;84;0;162;181;0;0;0;1;3;67
BA;SENHOR DO BONFIM;27887;10976;0;743;158;2519;694;0;298;196;10138;999;257;0;456;227;48;1;0;0;12;165
MG;SENHORA DE OLIVEIRA;2593;1219;0;111;9;221;37;0;11;7;902;23;13;0;18;7;0;1;0;1;0;13
MG;SENHORA DO PORTO;1275;498;0;29;3;110;12;0;3;8;565;8;16;0;16;7;0;0;0;0;0;0
MG;SENHORA DOS REMEDIOS;5347;2206;0;165;9;329;107;0;6;50;2231;109;33;0;68;10;0;0;0;0;1;23
RS;SENTINELA DO SUL;3734;1719;0;213;33;342;52;0;0;7;1091;87;18;0;103;37;0;1;0;29;0;2
BA;SENTO SE;3628;690;0;65;5;401;66;0;0;11;2177;142;35;0;13;10;0;1;0;0;0;12
RS;SERAFINA CORREA;12396;7755;0;465;245;1388;448;0;6;47;1085;198;103;0;177;266;0;7;0;1;1;204
MG;SERICITA;4363;1784;0;120;0;562;54;0;35;5;1726;23;10;0;26;2;0;0;0;3;2;11
RO;SERINGUEIRAS;6900;1450;0;260;29;601;50;0;4;6;3623;661;62;0;91;48;0;0;0;1;1;13
RS;SERIO;1389;763;0;71;2;130;27;0;0;3;326;18;6;0;21;0;0;0;0;15;0;7
MG;SERITINGA;876;562;0;28;0;96;19;0;0;3;126;13;4;0;17;2;0;0;0;0;1;5
RJ;SEROPEDICA;29038;17542;0;1406;590;1951;1219;0;236;111;3992;531;247;0;478;571;0;1;0;1;7;155
ES;SERRA;228106;132270;0;9360;3330;16857;7999;1;171;952;35548;6362;2578;0;5514;4251;19;42;2;706;215;1929
SC;SERRA ALTA;2419;1265;0;87;38;262;79;0;0;7;441;94;18;0;47;61;0;0;0;0;0;20
SP;SERRA AZUL;4774;3133;0;209;20;412;158;0;11;23;444;58;136;0;112;47;1;0;0;1;2;7
MG;SERRA AZUL DE MINAS;1209;385;0;23;3;104;11;0;0;6;610;39;13;0;7;3;0;0;0;0;2;3
PB;SERRA BRANCA;3203;1286;0;112;1;269;60;0;8;25;1299;105;12;0;12;4;0;0;0;0;1;9
RN;SERRA CAIADA;2048;893;0;63;3;134;13;0;9;9;821;62;17;0;11;5;0;0;0;0;1;7
PB;SERRA DA RAIZ;521;197;0;10;0;26;4;0;4;1;249;22;7;0;0;1;0;0;0;0;0;0
MG;SERRA DA SAUDADE;427;280;0;11;0;77;9;0;0;7;33;2;2;0;6;0;0;0;0;0;0;0
RN;SERRA DE SAO BENTO;1281;492;0;54;1;89;16;1;0;7;583;20;5;0;7;3;0;0;0;0;0;3
RN;SERRA DO MEL;4061;1646;0;157;6;580;49;0;11;14;1380;130;20;0;33;3;0;0;0;0;0;32
AP;SERRA DO NAVIO;547;257;0;20;0;44;38;0;0;4;149;25;5;0;3;1;0;0;0;0;0;1
BA;SERRA DO RAMALHO;6943;1862;1;137;4;633;61;0;8;46;3815;233;74;0;37;13;0;0;0;0;3;16
MG;SERRA DO SALITRE;6480;3653;0;348;53;813;147;0;20;30;903;93;131;0;184;67;1;0;0;0;9;28
MG;SERRA DOS AIMORES;2191;916;0;90;9;141;31;0;8;6;747;84;40;0;95;19;0;0;0;0;1;4
BA;SERRA DOURADA;3849;867;0;95;9;420;38;0;0;22;2228;61;53;0;38;13;0;0;0;0;0;5
PB;SERRA GRANDE;626;193;0;7;1;36;4;0;0;3;354;16;7;0;4;1;0;0;0;0;0;0
SP;SERRA NEGRA;22410;12762;0;536;40;1855;809;0;21;65;4860;871;53;1;230;58;1;4;0;3;22;219
RN;SERRA NEGRA DO NORTE;2317;674;0;56;11;311;38;0;10;22;936;189;10;0;36;8;0;0;0;0;2;14
MT;SERRA NOVA DOURADA;292;41;0;10;1;54;2;0;0;2;131;24;5;0;13;5;0;0;0;0;0;4
BA;SERRA PRETA;2955;916;0;59;4;147;61;1;0;26;1540;67;72;0;57;1;0;0;0;0;1;3
PB;SERRA REDONDA;1927;596;0;28;1;86;36;0;40;13;1071;42;6;0;6;0;0;0;0;0;0;2
PE;SERRA TALHADA;42173;13360;0;1575;198;2776;441;0;653;167;19342;2395;103;0;538;363;4;1;0;1;23;233
SP;SERRANA;25361;14785;0;753;215;2007;860;0;147;139;4121;868;278;0;537;508;2;1;0;1;12;127
MG;SERRANIA;3497;2137;0;133;14;304;135;0;10;25;588;61;27;0;42;10;1;0;0;0;0;10
MA;SERRANO DO MARANHAO;442;72;0;6;0;38;2;0;0;2;278;34;8;0;1;0;0;0;0;0;0;1
GO;SERRANOPOLIS;3493;1468;0;151;45;617;99;0;6;19;569;158;28;0;236;79;0;0;0;0;0;18
MG;SERRANOPOLIS DE MINAS;1427;339;0;23;0;104;12;0;1;1;880;26;28;0;13;0;0;0;0;0;0;0
PR;SERRANOPOLIS DO IGUACU;3706;1863;0;178;61;566;90;0;0;21;634;171;14;0;25;70;0;0;0;0;1;12
MG;SERRANOS;968;575;0;31;0;88;11;0;4;5;213;19;5;0;13;0;0;0;0;0;0;4
PB;SERRARIA;1049;420;0;22;3;53;13;0;4;11;486;13;15;0;0;3;0;0;0;0;1;5
BA;SERRINHA;34338;12967;0;860;77;2226;596;1;198;184;13963;2280;278;0;462;55;0;1;0;1;9;180
RN;SERRINHA;2016;763;0;44;0;123;29;0;6;16;958;61;11;0;4;1;0;0;0;0;0;0
RN;SERRINHA DOS PINTOS;1686;369;0;47;3;102;13;0;1;9;1012;103;4;0;11;9;0;0;0;0;0;3
